code,validcode,description
X7598,0,Intentional self-harm by explosive material: at unspec place: in oth spec activity
X7599,0,Intentional self-harm by explosive material: at unspec place: during unspec activity
X76,0,"Intentional self-harm by smoke, fire and flames"
X760,0,"Intentional self-harm by smoke, fire and flames: at home"
X7600,0,"Intentional self-harm by smoke, fire and flames: at home: in sport activity"
X7601,0,"Intentional self-harm by smoke, fire and flames: at home: in leisure activity"
X7602,0,"Intentional self-harm by smoke, fire and flames: at home: while work for income"
X7603,0,"Intentional self-harm by smoke, fire and flames: at home: in oth type work"
X7604,0,"Intentional self-harm by smoke, fire and flames: at home: while resting..."
X7608,0,"Intentional self-harm by smoke, fire and flames: at home: in oth spec activity"
X7609,0,"Intentional self-harm by smoke, fire and flames: at home: during unspec activity"
X761,0,"Intentional self-harm by smoke, fire and flames: at residentl institutn"
X7610,0,"Intentional self-harm by smoke, fire and flames: at residentl institutn: in sport activity"
X7611,0,"Intentional self-harm by smoke, fire and flames: at residentl institutn: in leisure activity"
X7612,0,"Intentional self-harm by smoke, fire and flames: at residentl institutn: while work for income"
X7613,0,"Intentional self-harm by smoke, fire and flames: at residentl institutn: in oth type work"
X7614,0,"Intentional self-harm by smoke, fire and flames: at residentl institutn: while resting..."
X7618,0,"Intentional self-harm by smoke, fire and flames: at residentl institutn: in oth spec activity"
X7619,0,"Intentional self-harm by smoke, fire and flames: at residentl institutn: during unspec activity"
X762,0,"Intentional self-harm by smoke, fire and flames: at school, other..area"
X7620,0,"Intentional self-harm by smoke, fire and flames: at school, other..area: in sport activity"
X7621,0,"Intentional self-harm by smoke, fire and flames: at school, other..area: in leisure activity"
X7622,0,"Intentional self-harm by smoke, fire and flames: at school, other..area: while work for income"
X7623,0,"Intentional self-harm by smoke, fire and flames: at school, other..area: in oth type work"
X7624,0,"Intentional self-harm by smoke, fire and flames: at school, other..area: while resting..."
X7628,0,"Intentional self-harm by smoke, fire and flames: at school, other..area: in oth spec activity"
X7629,0,"Intentional self-harm by smoke, fire and flames: at school, other..area: during unspec activity"
X763,0,"Intentional self-harm by smoke, fire and flames: at sport & athlet area"
X7630,0,"Intentional self-harm by smoke, fire and flames: at sport & athlet area: in sport activity"
X7631,0,"Intentional self-harm by smoke, fire and flames: at sport & athlet area: in leisure activity"
X7632,0,"Intentional self-harm by smoke, fire and flames: at sport & athlet area: while work for income"
X7633,0,"Intentional self-harm by smoke, fire and flames: at sport & athlet area: in oth type work"
X7634,0,"Intentional self-harm by smoke, fire and flames: at sport & athlet area: while resting..."
X7638,0,"Intentional self-harm by smoke, fire and flames: at sport & athlet area: in oth spec activity"
X7639,0,"Intentional self-harm by smoke, fire and flames: at sport & athlet area: during unspec activity"
X764,0,"Intentional self-harm by smoke, fire and flames: at street & highway"
X7640,0,"Intentional self-harm by smoke, fire and flames: at street & highway: in sport activity"
X7641,0,"Intentional self-harm by smoke, fire and flames: at street & highway: in leisure activity"
X7642,0,"Intentional self-harm by smoke, fire and flames: at street & highway: while work for income"
X7643,0,"Intentional self-harm by smoke, fire and flames: at street & highway: in oth type work"
X7644,0,"Intentional self-harm by smoke, fire and flames: at street & highway: while resting..."
X7648,0,"Intentional self-harm by smoke, fire and flames: at street & highway: in oth spec activity"
X7649,0,"Intentional self-harm by smoke, fire and flames: at street & highway: during unspec activity"
X765,0,"Intentional self-harm by smoke, fire and flames: at trade & service area"
X7650,0,"Intentional self-harm by smoke, fire and flames: at trade & service area: in sport activity"
X7651,0,"Intentional self-harm by smoke, fire and flames: at trade & service area: in leisure activity"
X7652,0,"Intentional self-harm by smoke, fire and flames: at trade & service area: while work for income"
X7653,0,"Intentional self-harm by smoke, fire and flames: at trade & service area: in oth type work"
X7654,0,"Intentional self-harm by smoke, fire and flames: at trade & service area: while resting..."
X7658,0,"Intentional self-harm by smoke, fire and flames: at trade & service area: in oth spec activity"
X7659,0,"Intentional self-harm by smoke, fire and flames: at trade & service area: during unspec activity"
X766,0,"Intentional self-harm by smoke, fire and flames: at industr & const area"
X7660,0,"Intentional self-harm by smoke, fire and flames: at industr & const area: in sport activity"
X7661,0,"Intentional self-harm by smoke, fire and flames: at industr & const area: in leisure activity"
X7662,0,"Intentional self-harm by smoke, fire and flames: at industr & const area: while work for income"
X7663,0,"Intentional self-harm by smoke, fire and flames: at industr & const area: in oth type work"
X7664,0,"Intentional self-harm by smoke, fire and flames: at industr & const area: while resting..."
X7668,0,"Intentional self-harm by smoke, fire and flames: at industr & const area: in oth spec activity"
X7669,0,"Intentional self-harm by smoke, fire and flames: at industr & const area: during unspec activity"
X767,0,"Intentional self-harm by smoke, fire and flames: at farm"
X7670,0,"Intentional self-harm by smoke, fire and flames: at farm: in sport activity"
X7671,0,"Intentional self-harm by smoke, fire and flames: at farm: in leisure activity"
X7672,0,"Intentional self-harm by smoke, fire and flames: at farm: while work for income"
X7673,0,"Intentional self-harm by smoke, fire and flames: at farm: in oth type work"
X7674,0,"Intentional self-harm by smoke, fire and flames: at farm: while resting..."
X7678,0,"Intentional self-harm by smoke, fire and flames: at farm: in oth spec activity"
X7679,0,"Intentional self-harm by smoke, fire and flames: at farm: during unspec activity"
X768,0,"Intentional self-harm by smoke, fire and flames: at other spec places"
X7680,0,"Intentional self-harm by smoke, fire and flames: at other spec places: in sport activity"
X7681,0,"Intentional self-harm by smoke, fire and flames: at other spec places: in leisure activity"
X7682,0,"Intentional self-harm by smoke, fire and flames: at other spec places: while work for income"
X7683,0,"Intentional self-harm by smoke, fire and flames: at other spec places: in oth type work"
X7684,0,"Intentional self-harm by smoke, fire and flames: at other spec places: while resting..."
X7688,0,"Intentional self-harm by smoke, fire and flames: at other spec places: in oth spec activity"
X7689,0,"Intentional self-harm by smoke, fire and flames: at other spec places: during unspec activity"
X769,0,"Intentional self-harm by smoke, fire and flames: at unspec place"
X7690,0,"Intentional self-harm by smoke, fire and flames: at unspec place: in sport activity"
X7691,0,"Intentional self-harm by smoke, fire and flames: at unspec place: in leisure activity"
X7692,0,"Intentional self-harm by smoke, fire and flames: at unspec place: while work for income"
